label,text_len,text_punct,text_cap,raw_text
spam,101,0.059,0.129,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011   "
ham,91,0.044,0.033,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.   "
ham,46,0.022,0.022,Id have to check but there's only like 1 bowls worth left   
ham,22,0.0,0.045,Yes there were many sweets   
ham,92,0.054,0.043,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.   
spam,121,0.05,0.198,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901   
ham,115,0.078,0.07,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?   
ham,26,0.038,0.038,Sir send to group mail check it.   
ham,122,0.049,0.016,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..   
ham,42,0.143,0.857,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""   "
ham,24,0.042,0.042,You dont know you jabo me abi.   
spam,111,0.027,0.009,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?   "
ham,81,0.086,0.012,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..   
ham,23,0.174,0.043,"Are you being good, baby? :)   "
ham,137,0.182,0.124,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;   
ham,35,0.143,0.029,"Mostly sports type..lyk footbl,crckt..   "
ham,37,0.027,0.054,Ma head dey swell oh. Thanks for making my day   
ham,18,0.0,0.056,U should make a fb list   
ham,260,0.088,0.035,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students this wont even start........ Datz confidence..""  "
ham,50,0.04,0.04,Sary just need Tim in the bollox &it hurt him a lot so he tol me!   
ham,21,0.048,0.19,Happy New Year Princess!   
ham,34,0.059,0.029,"I'll text carlos and let you know, hang on   "
ham,38,0.105,0.026,"Don't worry, * is easy once have ingredients!   "
ham,40,0.0,0.075,I love u 2 my little pocy bell I am sorry but I love u   
ham,21,0.095,0.048,"Ok omw now, you at castor?   "
ham,49,0.143,0.061,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?   
spam,135,0.059,0.178,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2   "
ham,109,0.064,0.037,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..   
ham,124,0.056,0.161,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""   "
ham,29,0.103,0.103,"Tonight? Yeah, I'd be down for that   "
ham,26,0.0,0.038,What should i eat fo lunch senor   
ham,114,0.026,0.044,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!    "
ham,47,0.17,0.085,No break time one... How... I come out n get my stuff fr Ì_?   
spam,89,0.022,0.101,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service   
ham,74,0.068,0.054,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz   "
ham,25,0.04,0.04,Do you still have the grinder?   
spam,117,0.051,0.179,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info   
ham,103,0.068,0.019,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical   "
spam,99,0.01,0.293,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call   "
ham,35,0.229,0.029,K.i did't see you.:)k:)where are you now?   
ham,24,0.083,0.042,So i'm doing a list of buyers.   
ham,128,0.023,0.016,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second   "
ham,59,0.051,0.051,Mm not entirely sure i understood that text but hey. Ho. Which weekend?   
ham,92,0.011,0.011,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.   
ham,37,0.108,0.027,Don know..he is watching film in computer..   
ham,12,0.0,0.167,No b4 Thursday   
ham,41,0.024,0.024,"Oh, then your phone phoned me but it disconnected   "
ham,40,0.0,0.025,Id onluy matters when getting on from offcampus   
spam,112,0.062,0.08,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only   
ham,36,0.083,0.056,"Excellent, I'll see what riley's plans are   "
ham,20,0.0,0.05,I will see in half an hour   
spam,94,0.032,0.277,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm   "
ham,18,0.056,0.056,Ew are you one of them?   
ham,25,0.04,0.04,Also hi wesley how've you been   
ham,84,0.036,0.036,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!   
spam,137,0.066,0.051,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'   "
spam,97,0.072,0.113,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q   
ham,101,0.158,0.158,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)   
ham,32,0.156,0.031,"Hm good morning, headache anyone? :-)   "
ham,61,0.066,0.033,Yeah no probs - last night is obviously catching up with you... Speak soon    
spam,123,0.024,0.293,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free   
ham,35,0.057,0.057,I might go 2 sch. Yar at e salon now v boring.   
ham,41,0.146,0.0, &lt;#&gt;  mins but i had to stop somewhere first.   
ham,393,0.069,0.198,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj   "
ham,107,0.028,0.019,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -   
ham,36,0.028,0.028,I didn't get the second half of that message   
ham,26,0.038,0.038,Wat time do u wan 2 meet me later?   
ham,58,0.034,0.034,I thank you so much for all you do with selflessness. I love you plenty.   
ham,24,0.042,0.042,Am in film ill call you later.   
ham,22,0.0,0.045,How dare you change my ring   
ham,38,0.053,0.053,You are a very very very very bad girl. Or lady.   
ham,71,0.014,0.028,I love ya too but try and budget your money better babe. Gary would freak on me if he knew   
ham,45,0.133,0.022,"What part of \don't initiate\"" don't you understand""   "
ham,39,0.051,0.051,I finished my lunch already. U wake up already?   
ham,18,0.056,0.056,You still at the game?   
ham,34,0.029,0.029,You have got tallent but you are wasting.   
ham,30,0.1,0.033,What is your record for one night? :)   
ham,141,0.035,0.021,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.   "
ham,76,0.053,0.013, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.    
ham,57,0.158,0.018,Jokin only lar... :-) depends on which phone my father can get lor...   
ham,23,0.087,0.043,"Aight, lemme know what's up   "
ham,39,0.205,0.026,Get ready for  &lt;#&gt;  inches of pleasure...   
ham,77,0.078,0.078,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.   
ham,26,0.192,0.038,;-) ok. I feel like john lennon.   
ham,39,0.128,0.077,Cos darren say Ì_ considering mah so i ask Ì_...   
ham,51,0.039,0.039,You are not bothering me but you have to trust my answers. Pls.   
ham,62,0.097,0.194,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""   "
ham,240,0.062,0.033,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..   
ham,31,0.032,0.032,Aight what time you want me to come up?   
ham,93,0.054,0.054,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?   
ham,34,0.059,0.029,Your bill at 3 is å£33.65 so thats not bad!   
ham,134,0.022,0.03,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs   
ham,79,0.076,0.013,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?   "
ham,27,0.074,0.037,So how's the weather over there?   
ham,120,0.075,0.058,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!    "
ham,33,0.182,0.061,Die... Now i have e toot fringe again...   
ham,69,0.043,0.043,Lol they don't know about my awesome phone. I could click delete right now if I want.   
ham,2,0.0,0.5,Ok   
ham,110,0.164,0.045,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""   "
ham,43,0.093,0.023,Please leave this topic..sorry for telling that..   
ham,26,0.038,0.038,Pls send me the correct name da.   
ham,24,0.042,0.042,What happened to our yo date?   
spam,123,0.057,0.463,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+   
ham,21,0.048,0.048,Webpage s not available!   
ham,60,0.167,0.067,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/   
spam,120,0.075,0.025,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.   
ham,196,0.071,0.026,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details   "
ham,36,0.167,0.028,K..k...from tomorrow onwards started ah?   
ham,55,0.055,0.036,What u talking bout early morning? It's almost noon where your at!   
ham,21,0.095,0.095,Fine. Do you remember me.   
spam,120,0.033,0.058,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603   "
ham,21,0.095,0.095,Ok. How many should i buy.   
ham,23,0.043,0.043,"Sounds good, keep me posted   "
spam,97,0.031,0.082,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.   
ham,19,0.105,0.158,Ok. So april. Cant wait   
ham,30,0.0,0.033,Boy you best get yo ass out here quick   
ham,27,0.111,0.074,Ay wana meet on sat?Ì_ wkg on sat?   
ham,42,0.048,0.024,I'm now but have to wait till 2 for the bus to pick me.   
ham,38,0.026,0.026,Apart from the one i told you about yesterday?   
ham,18,0.222,0.111,Ok lor... But buy wat?   
ham,35,0.0,0.029,Somebody should go to andros and steal ice   
ham,29,0.103,0.069,Don know. I did't msg him recently.   
ham,45,0.044,0.089,Take us out shopping and Mark will distract Isaiah.=D   
ham,90,0.044,0.044,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola   "
ham,31,0.032,0.032,There is no sense in my foot and penis.   
ham,31,0.0,0.032,Okay but i thought you were the expert   
ham,101,0.168,0.03,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?   
ham,57,0.105,0.035,S.s:)i thinl role is like sachin.just standing. Others have to hit.   
ham,119,0.025,0.042,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola   
ham,50,0.04,0.02,"And very importantly, all we discuss is between u and i only.   "
ham,34,0.147,0.029,K..k:)how about your training process?   
ham,61,0.033,0.033,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?   
ham,11,0.0,0.091,In da car park    
ham,120,0.1,0.067,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...   
ham,34,0.088,0.088,So i asked how's anthony. Dad. And your bf   
ham,129,0.163,0.039,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).   "
ham,45,0.156,0.044,What Today-sunday..sunday is holiday..so no work..   
ham,42,0.071,0.024,Am going to take bath ill place the key in window:-)   
spam,114,0.026,0.526,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts   
ham,44,0.091,0.045,"Dear, take care. I am just reaching home.love u a lot.   "
ham,49,0.163,0.0,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323   
ham,56,0.089,0.036,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...   
ham,112,0.018,0.018,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.   
